Customer ID,Gender,Age,Number of Dependents,City,Tenure in Months,Avg Monthly Long Distance Charges,Streaming Movies,Streaming Music,Unlimited Data,Payment Method,Monthly Charge,Total Charges,Total Revenue,Customer Status
0716-BQNDX,Male,77,0,Madera,57,2.21,Yes,Yes,Yes,Bank Withdrawal,93.75,5625.55,5751.52,Stayed
0719-SYFRB,Female,52,0,Norco,12,36.24,No,No,Yes,Mailed Check,61.65,713.75,1148.63,Churned
0722-SVSFK,Female,45,0,Half Moon Bay,7,39.02,Yes,Yes,Yes,Bank Withdrawal,100.4,715,988.14,Stayed
0722-TROQR,Female,68,0,Davis,4,26.23,No,No,Yes,Bank Withdrawal,74.9,321.75,426.67,Churned
0723-DRCLG,Female,73,0,Fallbrook,1,31.27,No,No,No,Bank Withdrawal,74.45,74.45,115.72,Churned
0723-FDLAY,Male,54,0,Gold Run,44,49.57,Yes,Yes,No,Bank Withdrawal,85.25,3704.15,5985.23,Stayed
0723-VSOBE,Female,67,0,Dos Rios,45,,Yes,No,No,Bank Withdrawal,34.2,1596.6,1596.6,Stayed
0725-CXOTM,Female,29,0,Manteca,36,44.7,Yes,Yes,Yes,Credit Card,89.65,3348.1,4957.3,Stayed
0727-BMPLR,Female,66,0,Fresno,55,37.38,Yes,Yes,No,Bank Withdrawal,100,5509.3,7665.2,Churned
0727-BNRLG,Male,41,0,Los Angeles,69,49.35,No,No,Yes,Credit Card,97.65,6743.55,10148.7,Stayed
0727-IWKVK,Male,35,0,Yermo,9,19.18,No,No,Yes,Bank Withdrawal,79.9,741.7,914.32,Churned
0730-BGQGF,Male,48,3,Grover Beach,71,15.71,Yes,Yes,No,Credit Card,90.3,6287.3,7502.71,Stayed
0730-KOAVE,Male,53,0,Redwood City,30,41.66,Yes,Yes,Yes,Credit Card,94.3,2679.7,3929.5,Stayed
0731-EBJQB,Female,24,0,Downey,52,5.65,,,,Bank Withdrawal,20.4,1090.65,1384.45,Stayed
0732-OCQOC,Female,30,0,Death Valley,52,5.32,,,,Bank Withdrawal,25.05,1270.25,1546.89,Stayed
0733-VUNUW,Male,43,0,San Francisco,24,8.99,No,No,No,Bank Withdrawal,55.65,1400.55,1676.31,Churned
0734-OXWBT,Male,44,1,Covina,3,25.04,Yes,Yes,Yes,Credit Card,70.7,225.65,300.77,Joined
0739-UUAJR,Female,61,1,Mountain View,72,,Yes,Yes,Yes,Credit Card,53.8,3952.45,3952.45,Stayed
0742-LAFQK,Male,52,0,Fullerton,72,28.86,Yes,Yes,Yes,Bank Withdrawal,99.15,7422.1,9500.02,Stayed
0742-MOABM,Male,50,0,Fallbrook,4,9.67,No,No,Yes,Credit Card,50.05,179.35,218.03,Churned
0742-NXBGR,Female,64,0,Adin,1,33.41,No,No,Yes,Bank Withdrawal,82.3,82.3,115.71,Churned
0743-HNPFG,Female,50,0,Butte City,51,17.95,Yes,Yes,Yes,Credit Card,69.75,3562.5,4477.95,Stayed
0743-HRVFF,Female,42,3,Bakersfield,51,,Yes,Yes,Yes,Bank Withdrawal,56.15,2898.95,2898.95,Stayed
0744-BIKKF,Male,39,0,Mecca,72,11.41,Yes,Yes,Yes,Bank Withdrawal,86.65,6224.8,7046.32,Stayed
0744-GKNGE,Female,31,2,Inglewood,64,27.74,No,No,Yes,Bank Withdrawal,86.8,5327.25,7102.61,Stayed
0746-JTRFU,Male,22,0,Kingsburg,2,,No,Yes,Yes,Bank Withdrawal,25.05,56.35,56.35,Churned
0748-RDGGM,Male,38,0,Tarzana,70,39.63,Yes,Yes,Yes,Bank Withdrawal,109.5,7534.65,10308.75,Churned
0749-IRGQE,Female,68,0,Buena Park,13,,Yes,No,Yes,Bank Withdrawal,45.3,528.45,528.45,Stayed
0750-EBAIU,Male,43,0,Temecula,52,31.31,No,No,Yes,Bank Withdrawal,91.25,4738.3,6366.42,Stayed
0750-EKNGL,Male,44,0,Hyampom,7,47.19,,,,Mailed Check,20.75,141.1,471.43,Stayed
0754-EEBDC,Male,25,1,Covina,4,24.57,,,,Mailed Check,19.9,76.65,174.93,Stayed
0754-UKWQP,Male,63,0,Cool,2,37.43,Yes,Yes,Yes,Bank Withdrawal,95.85,197.7,272.56,Churned
0756-MPZRL,Male,35,0,Pauma Valley,46,,No,No,Yes,Credit Card,33.7,1537.85,1537.85,Stayed
0757-WCUUZ,Male,29,3,June Lake,54,36.09,Yes,Yes,Yes,Credit Card,63.35,3409.1,5357.96,Stayed
0761-AETCS,Female,58,0,Colton,1,25.62,,,,Bank Withdrawal,19.3,19.3,44.92,Churned
0769-MURVM,Female,44,2,Carmel Valley,72,,Yes,Yes,Yes,Bank Withdrawal,65.7,4575.35,4575.35,Stayed
0771-CHWSK,Male,56,0,Brawley,66,45.57,Yes,Yes,Yes,Credit Card,74.6,4798.4,7806.02,Stayed
0771-WLCLA,Female,49,1,Big Bear Lake,16,46.45,Yes,Yes,Yes,Bank Withdrawal,112.95,1882.55,2625.75,Stayed
0772-GYEQQ,Male,33,0,Lodi,3,49.4,No,No,Yes,Credit Card,88.35,262.05,410.25,Churned
0774-IFUVM,Male,19,2,Stockton,11,16.71,No,No,Yes,Bank Withdrawal,65.15,723.35,907.16,Stayed
0774-RMNUW,Female,44,1,Pala,71,,Yes,Yes,Yes,Bank Withdrawal,59.7,4122.65,4122.65,Stayed
0778-NELLA,Male,43,0,Anaheim,9,,No,No,Yes,Credit Card,34.7,296.1,296.1,Churned
0780-XNZFN,Male,60,0,Oakland,57,1.69,,,,Bank Withdrawal,20.65,1125.6,1221.93,Stayed
0781-LKXBR,Male,65,0,San Francisco,9,48.71,Yes,Yes,Yes,Bank Withdrawal,100.5,918.6,1356.99,Churned
0784-GTUUK,Male,26,0,Newman,62,32.28,,,,Credit Card,23.75,1446.8,3448.16,Stayed
0784-ZQJZX,Male,22,1,Spreckels,72,31.93,,,,Credit Card,19.9,1529.65,3828.61,Stayed
0786-IVLAW,Female,72,0,Valley Village,66,3.57,Yes,No,Yes,Bank Withdrawal,108.1,7238.6,7474.22,Stayed
0786-VSSUD,Male,68,0,San Diego,16,,No,No,Yes,Mailed Check,39,679.85,679.85,Churned
0787-LHDYT,Male,36,0,Carmel Valley,16,33.44,,,,Credit Card,20.6,330.25,865.29,Stayed
0788-DXBFY,Male,54,0,Tustin,58,27.93,,,,Bank Withdrawal,19.55,1108.8,2728.74,Stayed
0793-TWELN,Female,27,0,Los Angeles,4,6.5,No,No,Yes,Bank Withdrawal,80.15,319.85,345.85,Stayed
0794-YVSGE,Male,29,1,Pasadena,72,27.16,,,,Bank Withdrawal,20.3,1401.15,3356.67,Stayed
0795-GMVQO,Male,36,0,San Diego,67,23.13,Yes,Yes,Yes,Credit Card,109.9,7332.4,8882.11,Stayed
0795-LAFGP,Male,25,0,Fullerton,71,3.57,Yes,Yes,Yes,Bank Withdrawal,90.4,6668.05,6921.52,Stayed
0795-XCCTE,Male,80,0,Bishop,72,26.01,,,,Bank Withdrawal,25.4,1809.35,3682.07,Stayed
0799-DDIHE,Female,24,3,Grenada,15,24.27,No,No,Yes,Bank Withdrawal,46.3,639.45,1003.5,Stayed
0804-XBFBV,Female,49,1,Foothill Ranch,11,,No,No,Yes,Bank Withdrawal,25.2,321.05,321.05,Stayed
0804-YGEQV,Female,59,1,Palm Desert,43,28.03,,,,Bank Withdrawal,24.45,993.15,2157.11,Stayed
0807-ZABDG,Female,43,2,Woodland,3,26.04,No,No,Yes,Mailed Check,55.1,154.65,232.77,Churned
0810-BDHAW,Female,54,0,Chowchilla,24,31.62,Yes,Yes,No,Bank Withdrawal,78.4,1832.4,2721.28,Stayed
0810-DHDBD,Female,31,0,Rohnert Park,52,21.38,No,No,Yes,Credit Card,74,3877.65,4989.41,Stayed
0811-GSDTP,Female,50,2,Alameda,13,,No,No,No,Bank Withdrawal,30.15,382.2,392.2,Stayed
0812-WUPTB,Male,65,0,Corona Del Mar,1,49.6,No,No,Yes,Credit Card,70.85,70.85,120.45,Churned
0813-TAXXS,Male,48,0,Alderpoint,55,26.3,Yes,Yes,Yes,Bank Withdrawal,77.8,4323.35,5769.85,Stayed
0815-MFZGM,Female,54,0,Morgan Hill,42,1.31,Yes,Yes,Yes,Credit Card,99,4135,4190.02,Stayed
0816-TSPHQ,Male,35,0,Kettleman City,2,27.67,,,,Credit Card,20.75,44.2,99.54,Joined
0817-HSUSE,Male,26,0,Altadena,1,5.63,Yes,Yes,Yes,Bank Withdrawal,75.5,75.5,81.13,Joined
0818-OCPZO,Male,80,0,Los Angeles,27,42.91,No,No,Yes,Bank Withdrawal,81.45,2122.05,3280.62,Churned
0820-FNRNX,Male,48,3,Lafayette,17,29.87,No,No,Yes,Mailed Check,66.7,1077.05,1584.84,Stayed
0822-GAVAP,Female,19,0,Posey,2,,Yes,Yes,Yes,Bank Withdrawal,34.7,62.25,62.25,Churned
0822-QGCXA,Female,76,0,Los Angeles,27,3.43,Yes,Yes,Yes,Bank Withdrawal,83.85,2310.2,2402.81,Stayed
0823-HSCDJ,Male,76,0,Temecula,52,,Yes,Yes,No,Bank Withdrawal,49.15,2550.9,2580.9,Churned
0824-VWDPO,Female,58,0,Mckinleyville,45,1.57,Yes,Yes,Yes,Bank Withdrawal,96.75,4442.75,4513.4,Stayed
0825-CPPQH,Female,26,0,Laytonville,71,39.44,,,,Credit Card,19.1,1372.45,4172.69,Stayed
0827-ITJPH,Male,33,0,Los Angeles,36,8.5,,,,Credit Card,18.55,689,995,Stayed
0829-DDVLK,Female,58,0,Orange,15,9.74,,,,Credit Card,20.1,302.45,448.55,Stayed
0829-XXPLX,Female,48,0,Cutler,20,30.52,No,No,Yes,Bank Withdrawal,89.4,1871.15,2481.55,Stayed
0831-JNISG,Male,52,2,San Jose,71,23.34,,,,Credit Card,19.8,1396.25,3053.39,Stayed
0835-DUUIQ,Female,55,0,Alameda,24,47.31,,,,Bank Withdrawal,21.05,531.55,1666.99,Stayed
0835-JKADZ,Female,29,0,San Francisco,71,41.92,Yes,Yes,Yes,Bank Withdrawal,111.25,7984.15,10960.47,Stayed
0836-SEYLU,Male,64,0,San Diego,9,,No,No,Yes,Mailed Check,40.65,328.95,328.95,Churned
0839-JTCUD,Female,31,0,Mission Viejo,66,36.36,Yes,Yes,Yes,Credit Card,89.9,5958.85,8358.61,Stayed
0839-QNXME,Female,35,0,Surfside,30,9.27,,,,Credit Card,19.4,578.5,856.6,Stayed
0840-DCNZE,Male,33,0,Newport Beach,47,36.78,Yes,Yes,Yes,Bank Withdrawal,-2,4138.9,5867.56,Stayed
0840-DFEZH,Female,63,0,Los Angeles,7,25.17,No,No,Yes,Bank Withdrawal,75.35,564.65,740.84,Stayed
0841-NULXI,Male,38,0,Stockton,1,,Yes,Yes,Yes,Bank Withdrawal,35.55,35.55,35.55,Churned
0842-IWYCP,Female,19,0,Helendale,46,40.32,No,No,Yes,Bank Withdrawal,44.95,2168.9,4023.62,Stayed
0843-WTBXE,Male,38,0,San Diego,53,16.43,No,No,Yes,Bank Withdrawal,85.45,4517.25,5388.04,Churned
0847-HGRML,Male,44,2,North Palm Springs,62,24.48,,,,Bank Withdrawal,20,1250.1,2767.86,Stayed
0848-SOMKO,Male,23,0,Shingle Springs,70,,Yes,Yes,Yes,Bank Withdrawal,48.4,3442.8,3442.8,Stayed
0848-ZGQIJ,Female,56,0,Saratoga,16,10.5,Yes,Yes,Yes,Bank Withdrawal,94.65,1461.15,1629.15,Stayed
0851-DFJKB,Female,57,0,Concord,15,30.54,No,No,Yes,Bank Withdrawal,58.95,955.15,1413.25,Stayed
0853-NWIFK,Female,27,0,Woodacre,45,1.03,Yes,Yes,Yes,Bank Withdrawal,100.3,4483.95,4530.3,Stayed
0853-TWRVK,Male,59,0,North Hollywood,72,6.15,Yes,Yes,Yes,Bank Withdrawal,105.6,7581.5,8024.3,Stayed
0854-UYHZD,Female,21,3,West Covina,13,42.23,,,,Mailed Check,19.55,265.3,814.29,Stayed
0856-NAOES,Male,29,0,Concord,6,45.67,No,No,Yes,Credit Card,60.9,414.1,688.12,Stayed
0859-YGKFW,Male,56,3,Olivehurst,18,28.06,,,,Bank Withdrawal,20.05,345.9,850.98,Stayed
0862-PRCBS,Female,32,3,San Francisco,68,16.09,Yes,Yes,Yes,Credit Card,103.75,7039.45,8133.57,Stayed
0864-FVJNJ,Female,63,1,Trinidad,64,6.83,Yes,Yes,No,Bank Withdrawal,113.35,7222.75,7679.87,Stayed
0866-QLSIR,Female,53,0,Garden Grove,34,34.41,No,No,Yes,Mailed Check,64.4,2088.75,3258.69,Churned
0867-LDTTC,Male,51,0,Sacramento,5,45.69,Yes,Yes,Yes,Bank Withdrawal,75.15,392.65,621.1,Stayed
0867-MKZVY,Female,26,1,Altadena,20,36.6,No,Yes,Yes,Bank Withdrawal,82.4,1592.35,2290.92,Churned
0868-VJRDR,Male,61,0,Cassel,64,4.76,Yes,Yes,Yes,Credit Card,104.05,6605.55,6910.19,Stayed
0869-PAPRP,Female,68,0,Pixley,26,46.24,No,No,Yes,Credit Card,85.7,2067,3269.24,Stayed
0870-VEMYL,Female,34,0,Columbia,5,24.32,No,No,No,Credit Card,53.85,259.8,368.44,Churned
0871-OPBXW,Female,57,0,Escondido,2,6.85,,,,Mailed Check,20.05,39.25,52.95,Joined
0871-URUWO,Male,36,0,Sheep Ranch,13,30.55,Yes,Yes,Yes,Credit Card,102.25,1359,1756.15,Churned
0872-CASZJ,Male,30,0,Hamilton City,59,20.5,Yes,Yes,Yes,Credit Card,69.1,4096.9,5306.4,Stayed
0872-JCPIB,Male,47,0,Pinecrest,17,47.45,Yes,Yes,Yes,Bank Withdrawal,65.75,1111.2,1917.85,Stayed
0872-NXJYS,Female,40,0,West Hollywood,9,45.41,Yes,Yes,Yes,Bank Withdrawal,79.55,723.4,1132.09,Churned
0875-CABNR,Female,70,0,San Luis Obispo,10,16.85,Yes,Yes,Yes,Credit Card,84.6,865.55,1034.05,Churned
0876-WDUUZ,Female,62,0,Pine Grove,5,43.51,Yes,Yes,Yes,Credit Card,85.4,425.9,643.45,Churned
0877-SDMBN,Female,20,0,San Diego,54,43.47,Yes,Yes,Yes,Bank Withdrawal,103.95,5639.05,7986.43,Churned
0880-FVFWF,Male,32,0,Livermore,56,37.15,No,No,Yes,Bank Withdrawal,86.4,4922.4,7002.8,Stayed
0880-TKATG,Male,21,0,Lucerne Valley,4,9.56,Yes,Yes,Yes,Bank Withdrawal,101.15,385.9,424.14,Churned
0883-EIBTI,Female,23,0,Clarksburg,2,28.02,,,,Mailed Check,19.5,31.55,87.59,Churned
0885-HMGPY,Male,55,0,Honeydew,62,41.13,No,No,Yes,Bank Withdrawal,69.4,4237.5,6787.56,Stayed
0886-QGENL,Female,72,0,San Diego,27,45.82,Yes,No,Yes,Bank Withdrawal,101.25,2754.45,3991.59,Churned
0887-HJGAR,Male,57,0,Coalinga,1,5.55,No,No,Yes,Mailed Check,45.7,45.7,51.25,Churned
0887-WBJVH,Female,29,0,Cressey,53,38.35,Yes,Yes,Yes,Bank Withdrawal,93.45,4872.2,6904.75,Stayed
0895-DQHEW,Male,47,0,Burney,54,35.46,Yes,Yes,Yes,Bank Withdrawal,104.3,5278.15,7181.54,Churned
0895-LMRSF,Male,34,0,Imperial Beach,23,46.4,Yes,Yes,No,Bank Withdrawal,64.9,1509.8,2707,Stayed
0895-LNKRC,Male,53,3,El Monte,6,1.57,,,,Credit Card,19.45,113.5,122.92,Stayed
0895-UADGO,Male,46,0,River Pines,8,,Yes,Yes,Yes,Mailed Check,44.55,343.45,343.45,Stayed
0897-FEGMU,Female,43,0,Los Angeles,11,31.08,Yes,Yes,Yes,Bank Withdrawal,99.5,1056.95,1398.83,Churned
0898-XCGTF,Male,46,0,Los Angeles,61,21.96,Yes,Yes,Yes,Bank Withdrawal,96.5,5673.7,7013.26,Stayed
0899-LIIBW,Male,21,0,Forks Of Salmon,34,33.55,Yes,Yes,Yes,Bank Withdrawal,100.85,3527.3,4668,Stayed
0899-WZRSD,Male,31,0,Marina Del Rey,56,37.99,Yes,Yes,Yes,Credit Card,105.35,5794.45,7921.89,Stayed
0902-RFHOF,Male,38,0,Loomis,38,22.23,,,,Credit Card,20.1,730.1,1574.84,Stayed
0902-XKXPN,Male,29,1,Redding,69,23.55,,,,Bank Withdrawal,20.2,1376.5,3001.45,Stayed
0906-QVPMS,Male,29,0,Monterey,72,35.71,Yes,Yes,Yes,Bank Withdrawal,115.15,8349.45,10920.57,Stayed
0907-HQNTS,Female,74,0,Pittsburg,70,46.2,Yes,No,Yes,Credit Card,113,7987.6,11221.6,Stayed
0909-SDHNU,Female,33,2,Los Angeles,7,,No,No,Yes,Credit Card,29.8,201.95,201.95,Stayed
0909-SELIE,Male,53,0,Clearlake Oaks,61,43.48,Yes,Yes,Yes,Bank Withdrawal,80.8,4860.85,7495.96,Stayed
0913-XWSCN,Male,29,2,Sun City,55,41.89,Yes,Yes,Yes,Bank Withdrawal,85.5,4713.4,7017.35,Stayed
0916-KNFAJ,Male,37,0,San Jose,61,4.69,Yes,Yes,Yes,Credit Card,69.9,4226.7,4512.79,Stayed
0916-QOFDP,Female,79,1,Randsburg,14,14.39,Yes,No,Yes,Bank Withdrawal,95.8,1346.3,1547.76,Stayed
0917-EZOLA,Male,66,0,Lakewood,72,6.03,Yes,No,Yes,Bank Withdrawal,104.15,7689.95,8124.11,Churned
0921-OHLVP,Male,35,0,Paradise,22,11.46,Yes,Yes,Yes,Bank Withdrawal,83.05,1799.3,2051.42,Stayed
0923-PNFUB,Female,55,0,Westlake Village,3,46.36,No,No,Yes,Bank Withdrawal,83.75,247.25,386.33,Churned
0924-BJCRC,Female,70,0,Felton,60,24.68,Yes,No,No,Bank Withdrawal,89.45,5294.6,6785.4,Stayed
0925-VYDLG,Female,40,0,Ludlow,3,17.87,No,No,Yes,Bank Withdrawal,75.25,242,295.61,Churned
0927-CNGRH,Male,42,3,Alta,1,30.63,,,,Credit Card,19.55,19.55,50.18,Joined
0927-LCSMG,Male,23,0,San Jose,7,21.58,No,Yes,No,Mailed Check,74.65,544.55,705.61,Churned
0928-JMXNP,Male,78,0,Los Molinos,4,,No,No,Yes,Bank Withdrawal,29.9,118.25,118.25,Stayed
0928-XUTSN,Female,22,0,Brawley,13,44.99,Yes,Yes,Yes,Bank Withdrawal,80.5,1011.8,1571.68,Stayed
0929-HYQEW,Male,20,0,Oakland,3,17.42,No,No,Yes,Credit Card,50.15,160.85,213.11,Joined
0929-PECLO,Female,74,0,Klamath,63,41.8,Yes,Yes,Yes,Bank Withdrawal,89.6,5538.8,8172.2,Stayed
0930-EHUZA,Female,33,0,Calpine,36,44.87,No,No,Yes,Credit Card,76.35,2606.35,4221.67,Stayed
0931-MHTEM,Female,36,0,Big Bar,54,34.27,Yes,Yes,Yes,Credit Card,100.05,5299.65,7150.23,Stayed
0932-YIXYU,Female,50,0,Dos Palos,47,8.85,,,,Credit Card,20.25,1029.8,1445.75,Stayed
0936-NQLJU,Female,40,0,Mokelumne Hill,41,8.44,,,,Credit Card,20.65,875.55,1221.59,Stayed
0939-EREMR,Female,40,1,Chico,13,25.33,No,No,No,Credit Card,53.45,718.1,1021.02,Stayed
0939-YAPAF,Female,44,0,Santa Ana,35,10.49,Yes,Yes,Yes,Bank Withdrawal,100.25,3527.6,3894.75,Churned
0940-OUQEC,Male,54,0,Winters,10,17.07,No,No,No,Bank Withdrawal,80.7,788.8,971.08,Churned
0942-KOWSM,Female,24,0,Hesperia,30,15.94,Yes,Yes,Yes,Bank Withdrawal,80.8,2369.3,2847.5,Stayed
0943-ZQPXH,Male,46,1,Vacaville,44,26.25,Yes,Yes,Yes,Bank Withdrawal,92.95,4122.9,5277.9,Stayed
0945-TSONX,Female,22,0,Encino,47,29.15,Yes,Yes,No,Credit Card,85.3,4107.25,5607.3,Stayed
0946-CLJTI,Male,67,0,Palmdale,58,3.18,Yes,Yes,Yes,Bank Withdrawal,98.7,5812.6,5997.04,Churned
0946-FKYTX,Male,42,0,Tulare,52,,No,No,Yes,Mailed Check,30.1,1623.4,1611.68,Stayed
0947-IDHRQ,Female,21,0,Woodland Hills,7,39.21,No,Yes,No,Mailed Check,80.3,526.7,811.17,Churned
0947-MUGVO,Male,71,0,Jolon,20,5.37,No,No,Yes,Bank Withdrawal,73.65,1463.5,1570.9,Churned
0952-KMEEH,Male,46,0,Mountain View,13,3.36,Yes,Yes,No,Mailed Check,98.15,1230.25,1313.93,Churned
0953-LGOVU,Male,19,3,Clearlake,12,,No,No,Yes,Mailed Check,35.5,432.25,432.25,Stayed
0956-ACVZC,Female,23,0,Novato,54,48.97,Yes,Yes,No,Credit Card,94.1,5060.9,7845.28,Stayed
0956-SYCWG,Female,61,0,Agoura Hills,13,33.13,,,,Bank Withdrawal,19.65,244.8,675.49,Stayed
0958-YHXGP,Female,25,0,Oakland,7,30.99,No,No,Yes,Credit Card,69.9,497.3,714.23,Stayed
0959-WHOKV,Male,28,0,Covina,42,6.42,Yes,Yes,Yes,Bank Withdrawal,99,4298.45,4568.09,Stayed
0960-HUWBM,Male,40,3,Pleasant Grove,65,39.52,Yes,Yes,Yes,Bank Withdrawal,104.1,6700.05,9268.85,Stayed
0961-ZWLVI,Male,35,3,Rancho Cordova,49,4.76,Yes,Yes,Yes,Credit Card,109.2,5290.45,5523.69,Stayed
0962-CQPWQ,Female,57,2,Alameda,62,2.41,,,,Bank Withdrawal,20.3,1296.15,1445.57,Stayed
0963-ZBDRN,Male,45,0,Claremont,32,25.21,Yes,Yes,Yes,Bank Withdrawal,96.2,3183.4,3990.12,Churned
0967-BMLBD,Female,37,1,Hornitos,11,49.19,,,,Credit Card,20,196.35,737.44,Stayed
0968-GSIKN,Female,23,0,Thousand Palms,1,30.6,No,Yes,Yes,Mailed Check,70.8,70.8,101.4,Churned
0969-RGKCU,Male,31,1,Woodland Hills,37,43.68,,,,Credit Card,19.8,677.05,2264,Stayed
0970-ETWGE,Male,38,0,Bodfish,1,42.46,Yes,Yes,Yes,Bank Withdrawal,89.55,89.55,132.01,Churned
0970-QXPXW,Female,28,0,Monrovia,1,42.42,,,,Credit Card,19.65,19.65,62.07,Joined
0971-QIFJK,Female,57,0,Soquel,69,39.78,,,,Bank Withdrawal,24.25,1641.8,4340.87,Stayed
0973-KYVNF,Female,59,0,Castaic,72,43.12,No,No,Yes,Credit Card,70.65,5011.15,8115.79,Stayed
0975-UYDTX,Female,46,0,Glendale,26,25.63,Yes,Yes,Yes,Credit Card,90.1,2312.55,2931.14,Stayed
0975-VOOVL,Female,34,0,Agoura Hills,3,,No,No,Yes,Credit Card,29.2,98.5,98.5,Joined
0979-MOZQI,Male,61,0,Monterey,62,,No,No,Yes,Bank Withdrawal,39,2337.45,2337.45,Stayed
0979-PHULV,Male,30,0,San Diego,69,48.8,Yes,Yes,Yes,Credit Card,99.45,7007.6,10374.8,Churned
0980-FEXWF,Male,32,1,Fiddletown,26,4.62,No,No,Yes,Credit Card,50.35,1285.8,1405.92,Stayed
0980-PVMRC,Female,27,3,Squaw Valley,40,,Yes,Yes,Yes,Bank Withdrawal,50.85,2036.55,2036.55,Stayed
0983-TATYJ,Female,42,0,Santa Ynez,33,48.09,No,No,Yes,Credit Card,51.45,1758.9,3345.87,Stayed
0988-AADSA,Female,40,2,Forbestown,72,9.72,Yes,Yes,No,Bank Withdrawal,80.85,5824.75,6534.59,Stayed
0988-JRWWP,Female,50,0,Wilseyville,3,41.38,No,No,Yes,Bank Withdrawal,54.2,140.4,264.54,Joined
0991-BRRFB,Male,31,0,Corona,18,20.86,No,No,Yes,Bank Withdrawal,49.4,874.8,1250.28,Churned
0993-OSGPT,Female,78,0,Junction City,68,40.55,No,No,Yes,Bank Withdrawal,60.65,3975.9,6733.3,Stayed
0997-YTLNY,Female,59,2,Escondido,19,4.03,No,No,Yes,Credit Card,48.8,953.65,1030.22,Stayed
0999-QXNSA,Male,72,1,Los Angeles,7,41.14,No,No,Yes,Credit Card,45.75,344.2,603.18,Stayed
1000-AJSLD,Male,25,0,San Diego,1,4.11,,,,Mailed Check,20.1,20.1,24.21,Churned
1004-NOZNR,Male,71,2,Glen Ellen,56,10.57,Yes,No,Yes,Credit Card,94.8,5264.3,5856.22,Stayed
1009-IRMNA,Female,27,0,Port Hueneme,7,16.04,,,,Bank Withdrawal,20,137.6,249.88,Churned
1010-DIAUQ,Male,54,0,San Diego,5,20.86,Yes,Yes,Yes,Bank Withdrawal,96.5,492.55,596.85,Churned
1013-QCWAM,Female,73,0,Garden Grove,66,28.06,Yes,No,Yes,Bank Withdrawal,100.8,6690.75,8542.71,Stayed
1015-JPFYW,Male,47,2,Clements,7,49.16,,,,Credit Card,19.45,136.75,480.87,Stayed
1015-OWJKI,Male,46,0,Lawndale,1,5.02,,,,Credit Card,19.05,19.05,24.07,Joined
1016-DJTSV,Male,66,0,Santee,8,41.85,No,No,Yes,Bank Withdrawal,69.7,572.85,907.65,Stayed
1017-FBQMM,Female,47,2,Acampo,62,15.05,Yes,Yes,Yes,Credit Card,106.05,6703.5,7636.6,Stayed
1020-JPQOW,Female,63,0,Angwin,56,2.8,No,No,No,Bank Withdrawal,90.55,5116.6,5313.4,Stayed
1022-RKXDR,Female,38,0,South El Monte,41,32.66,,,,Mailed Check,24.85,962.25,2301.31,Stayed
1023-BQXZE,Male,30,0,Stockton,57,24.67,Yes,Yes,Yes,Bank Withdrawal,74.35,4317.35,5723.54,Stayed
1024-GUALD,Female,29,0,Glendale,1,,No,Yes,Yes,Bank Withdrawal,-4,24.8,24.8,Churned
1024-KPRBB,Female,63,0,San Diego,38,30.09,Yes,Yes,No,Mailed Check,89.1,3342,4575.42,Stayed
1024-VRZHF,Male,39,0,San Diego,11,21.58,No,No,Yes,Bank Withdrawal,-7,825.7,1063.08,Churned
1025-FALIX,Female,49,0,Nicolaus,26,37.51,No,No,Yes,Credit Card,69.05,1815.65,2790.91,Stayed
1027-LKKQQ,Female,35,3,Plymouth,72,12.96,Yes,Yes,Yes,Bank Withdrawal,80.45,5886.85,6819.97,Stayed
1028-FFNJK,Male,79,0,Burbank,30,48.02,Yes,No,Yes,Bank Withdrawal,101.5,2917.65,4358.25,Stayed
1029-QFBEN,Male,27,0,San Diego,1,38.44,,,,Mailed Check,19.55,19.55,57.99,Churned
1031-IIDEO,Female,51,0,Sierra City,1,27.05,No,No,Yes,Bank Withdrawal,70.85,70.85,97.9,Churned
1032-MAELW,Female,57,3,Fresno,68,7.47,Yes,Yes,Yes,Bank Withdrawal,78.45,5333.35,5841.31,Stayed
1035-IPQPU,Female,77,0,Parker Dam,63,18.14,Yes,Yes,Yes,Bank Withdrawal,103.5,6479.4,7622.22,Stayed
1036-GUDCL,Male,59,3,Oak Park,60,39.76,Yes,Yes,Yes,Credit Card,-9,4663.4,7049,Stayed
1038-RQOST,Male,43,2,Zenia,19,4.7,,,,Credit Card,20.6,414.95,504.25,Stayed
1038-ZAGBI,Female,59,0,Fresno,12,37.65,,,,Bank Withdrawal,19.8,229.6,681.4,Churned
1041-RXHRA,Female,25,0,Guatay,41,40.78,No,Yes,Yes,Bank Withdrawal,70.25,2868.05,4540.03,Churned
1042-HFUCW,Female,37,1,Cobb,25,39.9,No,No,Yes,Credit Card,54.75,1266.35,2248.09,Stayed
1043-UXOVO,Female,25,0,Sacramento,71,28.4,Yes,Yes,Yes,Credit Card,113.15,7993.3,10009.7,Stayed
1043-YCUTE,Male,19,0,Hayward,56,13.2,,,,Credit Card,25.15,1327.15,2066.35,Churned
1045-LTCYT,Female,54,3,San Jose,8,43.05,,,,Credit Card,21.05,139.75,484.15,Stayed
1047-NNCBF,Male,56,0,San Jose,20,3.8,No,No,No,Credit Card,70.55,1493.55,1551.95,Stayed
